question,choices,mi_bits,idiolect_bits,ratio,geo_share,rho_q,idiolect_share,entropy_bits,cond_entropy_bits,var_geo,var_idiolect,var_noise,text
118,8,0.2993429661453789,0.08033762701111595,3.7260618377981243,0.7884073390656477,0.1652129075438177,0.16234512531985656,2.0866241297778836,1.787281163632505,0.09048434064505699,0.15392682226853874,0.7942188147825777,What do you call a drive-through liquor store?
50,9,0.3860356134348343,0.11508077880553216,3.3544751559873593,0.7703511986685675,0.20404985057364022,0.24854970005003155,2.3452530993541645,1.9592174859193303,0.04096923090916487,0.26326105813195344,0.7959277402410101,What word(s) do you use to address a group of two or more people?
28,2,0.16395122143819646,0.050593633188588776,3.2405504626849986,0.7641815587859252,0.12587504296003243,0.09389221437167836,0.9916338209813019,0.8276825995431051,0.0026132419180073404,0.0009235997882266745,0.008913209306194568,"Do you pronounce ""cot"" and ""caught"" the same?"
83,7,0.276360179573284,0.08949946994898539,3.087841522757722,0.755372121342565,0.17478558045405643,0.1818668094248658,1.9681363542135015,1.6917761746402178,0.07076832333075567,0.17225144295010497,0.7748781817177034,What do you call an easy course?
107,10,0.22134129516711976,0.07345183259196802,3.0134210047105547,0.7508360077783269,0.14181061698288683,0.11934804009057394,2.1388613029977503,1.9175200078306303,0.12182655436339818,0.15885580356744877,1.1721740436499177,What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?
76,9,0.30248151867815076,0.10277320282047764,2.9431944356791138,0.7463985060052521,0.17879886488294958,0.19038635446057156,2.0828027899452533,1.7803212712671028,0.036965167782603836,0.2342857759027148,0.9962949375445543,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?
80,9,0.30469687616199365,0.10789571407583949,2.823994250112876,0.7384933306396886,0.18876572587450882,0.21240289185805392,1.849360119725667,1.5446632435636736,0.05116012718024619,0.30816466724319963,1.1426850106846416,What do you call it when rain falls while the sun is shining?
84,7,0.2690684885210405,0.09822249233387936,2.739377530824802,0.7325758119481913,0.18286493704670934,0.19922025705012583,2.3614862936953163,2.092417805174276,0.03724114423703455,0.1361205594513131,0.5471460996066752,What do you call a traffic situation in which several roads meet in a circle and you have to get off at a certain point?
15,5,0.20067342572149777,0.07449355534299511,2.6938360613549075,0.7292787272120578,0.14746750935567518,0.12912807750507752,1.7426001125455985,1.5419266868241008,0.08527954097251142,0.09370545549281015,0.6319729353213449,How do you pronounce Mary/merry/marry?
1,8,0.18608949630162047,0.06957627141112185,2.674611509461742,0.7278623883300034,0.14392529262268333,0.12295836275803979,1.492273844425145,1.3061843481235247,0.20464786182350203,0.19567091662533292,1.395688241355475,aunt
58,12,0.2807336001406233,0.10992452690575692,2.5538759005195306,0.7186170738674884,0.20231442071223546,0.24429982274191156,1.7319765951200983,1.4512429949794752,0.11621275702718915,0.4361527909300458,1.3491648815711563,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?"
60,9,0.18910222829386275,0.07625327836052416,2.4799225995214362,0.7126372867782975,0.14394698979505322,0.12299568826725528,1.8636197996084198,1.674517571314557,0.1045983368928586,0.17805229181969415,1.2695780627729587,What do you call the area of grass between the sidewalk and the road?
66,8,0.29036848011471367,0.12589905408147245,2.306359505503583,0.6975525503698387,0.2100287293892372,0.26347751252822554,2.175925591045518,1.8855571109308045,0.025823114154768123,0.3113434865108763,0.8703265676935522,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?
75,8,0.19462171640786816,0.0857356076015481,2.270022011302034,0.6941916609295766,0.165946028292549,0.16380039724837223,1.5279958799544162,1.3333741635465481,0.0901153521251283,0.2370060926392652,1.2099140407709756,What do you call the wheeled contraption in which you carry groceries at the supermarket?
21,8,0.19681982231236822,0.08674222799029031,2.269019679024151,0.6940978953364655,0.14957157423114714,0.13286536699500853,2.6506702585868496,2.4538504362744815,0.020751278115132617,0.0674500101325658,0.44020681314704585,pecan
61,7,0.17189184619341824,0.07925599838804367,2.1688181297246687,0.6844249309799021,0.155293325390392,0.14330202712448029,2.2655648233662724,2.0936729771728544,0.05765626546788623,0.0894665753094671,0.5348551953222306,What do you call the area of grass that occurs in the middle of some streets?
11,5,0.15829207073469417,0.07504257387663654,2.109363559343161,0.6783907764676944,0.14064906441001065,0.1173881475578469,1.38421198769057,1.2259199169558757,0.08488993229364994,0.13176711913100006,0.9907237104143545,"the first vowel in ""Florida"""
82,12,0.15749877219685546,0.08113015473391567,1.9413098953577446,0.6600154232036906,0.14130853014031267,0.11849884950663642,2.455058064957323,2.297559292760468,0.056792450560704984,0.16731550254978844,1.244643375079805,"What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?"
41,7,0.1712075074997544,0.09025251851893948,1.8969831569168514,0.6548133192930738,0.16308674824713834,0.1581619068039494,2.1835650213397835,2.0123575138400285,0.047643193022345875,0.12613842985225052,0.6713888154951783,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?"
9,5,0.17131221408476616,0.10706067920691534,1.6001412970085158,0.6154055161730987,0.1848090851007744,0.20351611443628712,1.7946600394955485,1.6233478254107823,0.020497815616105638,0.1569603235133845,0.6142824055852126,crayon
69,6,0.12617948871845283,0.0790040651752839,1.597126533153734,0.6149590760271186,0.13870341214859583,0.11414206491760402,2.1258197855290697,1.9996402968106168,0.024008097014060308,0.07105666936522251,0.551471663344689,What about your paternal grandmother (is there a distinction?)
119,4,0.12437970642465253,0.07826593248236356,1.5891934393381213,0.6137793396171932,0.1503379780415278,0.1342401048982414,1.3968983393359586,1.2725186329113063,0.06350673858753181,0.09832180748635203,0.6341106318422922,What do you call food that you buy at a restaurant but then eat at home?
59,12,0.1634667443396386,0.10459930840439918,1.5627899154710243,0.6098002438814004,0.1837702477716061,0.2012148635528774,2.4228669639330365,2.259400219593398,0.04155518268808273,0.26705856923809457,1.0601722551781843,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?"
117,6,0.1220376803514025,0.07953499022675642,1.534389832744931,0.6054277100232341,0.14320326796877295,0.12171954222934714,1.758137790859322,1.6361001105079196,0.05739070620607105,0.12166864240171278,0.8779131845859499,What do you call the level of a building that is partly or entirely underground?
77,4,0.10799098183532155,0.07171158941484897,1.5059069631074218,0.6009428862594478,0.1695327680234622,0.1710152991777051,0.944589559068422,0.8365985772331005,0.11908888750088349,0.15171038080671195,0.7354054593326368,What do you call the activity of driving around in circles in a car?
111,8,0.12923168269097735,0.08709428413711014,1.483813593180598,0.5973932976510247,0.15879392367917047,0.1498846692668106,1.8750414226642451,1.7458097399732675,0.0721286237459168,0.18207265033116743,1.0326790065381473,What do you call the end of a loaf of bread?
70,7,0.16557976696885002,0.11175592072686857,1.4816196394061922,0.5970373605524486,0.19248832190353438,0.22094052807119405,2.4113040881068692,2.2457243211380193,0.016888662211300823,0.14734317119853552,0.519547473468779,What do/did you call your maternal grandfather?
100,5,0.13069066602940738,0.08846585709910965,1.4773006255169454,0.5963348211760423,0.159464590878258,0.15116293911932535,1.6740579312498411,1.5433672652204338,0.041953137251569184,0.12674790685060378,0.7117374228805893,Do you cut or mow the lawn or grass?
62,10,0.12970927651043473,0.08801350037960298,1.4737429593300746,0.5957542814913904,0.16313209987384744,0.15825055748891445,1.3642572943220546,1.2345480178116197,0.10221423162865081,0.29437105297474997,1.5657870257439988,What do you call the long narrow place in the middle of a divided highway?
68,7,0.11808551989506258,0.08020195279885156,1.4723521781473816,0.5955268796902008,0.1455634080256728,0.12579254982419694,2.044243608805624,1.9261580889105612,0.04851819223323646,0.11637017403155653,0.8087257413798985,What nicknames do/did you use for your maternal grandmother?
14,4,0.1640838323053674,0.11258985710798367,1.4573589177575423,0.5930590388022976,0.19944900027938642,0.23736444325478667,1.3529818737019816,1.1888980413966141,0.049927974759752934,0.2265568500352757,0.7279115064240357,lawyer
4,5,0.15548185184353652,0.10715244697844571,1.451034075542974,0.5920089361554586,0.17842262188171232,0.1895792291202628,1.9222897026951644,1.7668078508516285,0.012605059920153058,0.12056312724012172,0.515388014662879,caramel
96,7,0.12596167886273088,0.0871265896827175,1.4457317716834353,0.5911244186390544,0.15523118586721385,0.14318653254156855,2.3829624358086683,2.2570007569459376,0.028556116818987436,0.08389985928189567,0.5020481191534272,What is the distinction between dinner and supper?
89,5,0.14375318865865339,0.10254547718018145,1.4018481615338954,0.5836539478160149,0.18042405753226728,0.19389278847621466,1.7866739065315176,1.6429207178728644,0.021110787922368493,0.14699783081696688,0.6111419224570415,"Can you call coleslaw ""slaw""?"
109,4,0.13140042753098347,0.09409912146146182,1.3964044030400258,0.5827081611386533,0.18905802745925063,0.21306708031727836,0.8947435186216322,0.7633430910906489,0.09523306621024041,0.24856803461334936,0.9180506389199178,What do you call the paper container in which you might bring home items you bought at the store?
93,5,0.12285331236827192,0.089725613989281,1.3692111639709537,0.5779185852206038,0.19034830342861295,0.21601154954183313,0.7422522128083867,0.6193989004401148,0.16469267978274538,0.3121822480549715,1.1330286618112801,"When you stand outside with a long line of people waiting to get in somewhere, are you standing ""in line"" or ""on line"" (as in, ""I stood ___ in the cold for two hours before they opened the doors"")?"
65,6,0.2907954055218954,0.21542510352189007,1.3498677766323863,0.5744441410941395,0.2809716109210456,0.47472238158232966,2.026768961979957,1.735973556458062,0.049814707515301676,0.8235542971597944,0.9112581513595892,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?
102,11,0.12352460315659028,0.09318015240724045,1.3256535857199558,0.570013347585286,0.15508677345137967,0.14291830528234414,2.441985126554822,2.3184605233982323,0.02880707406246006,0.17388665770953854,1.0427990381221777,What do you call the insect that looks like a large thin spider and skitters along the top of water?
86,3,0.09729103081045418,0.07467944201219179,1.3027819730438122,0.5657426488022215,0.13326848022913232,0.1053186858113135,1.5613565390262405,1.4640655082157865,0.0013085373523709005,0.0030793176750543555,0.026158776698542267,Do you use the word cruller?
6,5,0.10941002754764562,0.08488396182938472,1.2889363925726967,0.5631158632258759,0.14516982564458839,0.12510860543002544,1.8984574990749332,1.7890474715272882,0.01820550639001776,0.07490399116034602,0.523807751352367,"the last vowel in ""centaur"""
97,6,0.16154338821903813,0.1292841413678653,1.2495220721571898,0.5554611299985844,0.21417412459957852,0.2740882753331098,1.9997794568659888,1.8382360686469505,0.03133304486513946,0.2628508036267717,0.6961497348213587,Which of these terms do you prefer?
26,6,0.13560928280203172,0.11713559602926268,1.1577119799531643,0.5365461149167341,0.19170832190565548,0.2191374438202772,2.3220867965613916,2.1864775137593595,0.008981047420943567,0.11809483203167553,0.4208127593543476,"route (as in, ""the route from one place to another"")"
67,12,0.13212486574382412,0.1173984721090788,1.1254393977211437,0.5295090506592748,0.19906829036794155,0.2364506411809383,0.9712518512363881,0.839126985492564,0.08014693469390309,0.5768231444419846,1.8626844904752928,What do you call the kind of spider (or spider-like creature) that has an oval-shaped body and extremely long legs?
56,3,0.1217687019248074,0.11195153974579003,1.0876911760330348,0.521001951112248,0.1863389826611692,0.20692941346726304,1.3008841391381785,1.179115437213371,0.01588328736280118,0.11182045485770861,0.42855924749620056,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.
88,7,0.09587454260250197,0.08853619694460745,1.0828852594886784,0.5198967415778404,0.151572889568848,0.13647032637485823,2.3592360758662463,2.2633615332637445,0.01158047998656047,0.08381671788461012,0.5303586864767851,What do you call someone who is the opposite of pigeon-toed (i.e. when they walk their feet point outwards)?
53,3,0.10461617978705086,0.09876025163748017,1.0592943826334715,0.5143967718101684,0.19062548852229863,0.21664678275952606,0.8667196206895089,0.7621034409024581,0.06583169385961013,0.19892421101090885,0.7192717966893811,"Modals are words like ""can,"" ""could,"" ""might,"" ""ought to,"" and so on. Can you use more than one modal at a time? (e.g., ""I might could do that"" to mean ""I might be able to do that""; or ""I used to could do that"" to mean ""I used to be able to do that"")"
25,3,0.07848974639079298,0.07512920307443613,1.0447301871820378,0.5109379192087155,0.147156553735386,0.1285803350442425,1.0725841569315069,0.9940944105407139,0.05432566085226555,0.08012329614866874,0.5430147297485227,"roof, room, broom, root"
3,5,0.09532109891545427,0.0915443352013552,1.0412561160206357,0.5101055707064,0.15878630611023,0.14987018206735436,1.4613958764737034,1.3660747775582496,0.025279128427258924,0.15549231968575847,0.882021063836238,"the first vowel in ""Bowie knife"""
29,5,0.08190935160075047,0.0791925073706204,1.0343068343248087,0.5084320697708798,0.14044488110608255,0.1170453270853553,1.6445403264487974,1.5626309748480467,0.03751503231153553,0.1030028846278547,0.7770227190661728,almond
91,5,0.08905335040159952,0.08708054291987641,1.0226549745278726,0.5056003062344235,0.16329804771577744,0.15857515751195114,1.2684902901950224,1.1794369397934226,0.06651304803020297,0.17814885987274465,0.9452860000883329,"Do you say ""vinegar and oil"" or ""oil and vinegar"" for the type of salad dressing?"
98,5,0.08095767544610682,0.08014333769900973,1.0101610161303172,0.5025274134879697,0.14666943296203616,0.12772465350093756,1.3843783574941673,1.3034206820480603,0.059919700204426184,0.14045852692753014,0.9592393237031558,Which of these terms do you prefer?
5,3,0.09216265263344567,0.0918607182952175,1.0032868710786458,0.5008203695451955,0.15928590716730778,0.15082183544981825,1.2670573510802294,1.1748946984467834,0.010374660670227794,0.0738120097658656,0.41558668735067017,"the vowel in the second syllable of ""cauliflower"""
108,4,0.08809778144437011,0.08786956496255367,1.0025972187516086,0.5006484625883051,0.1761125904982692,0.18466189682213396,0.82164491086737,0.7335471294229999,0.0956102313095076,0.215805868832094,0.9528481553381324,What vowel do you use in bag?
23,4,0.07973317822833835,0.0810578682503376,0.9836574776688167,0.4958807096196898,0.1389768051101886,0.11459540355470915,1.7515770062623186,1.67184382803398,0.008491264834271154,0.041989567613301304,0.3244262423651068,really
20,3,0.1701236199296111,0.17516942385855294,0.9711947221278967,0.49269344688560035,0.24842236682480012,0.3699549155830166,1.3570951248621972,1.186971504932586,0.017348140268965185,0.31322052233622716,0.5334245934412427,"the second vowel in ""pajamas"""
63,6,0.11876017598283385,0.12500894923477407,0.9500133927195512,0.4871830092380197,0.23278081724803157,0.32435196327405685,0.6247632195819002,0.5060030435990662,0.1407808537001298,0.6398088994803506,1.3327671041362905,What do you call the drink made with milk and ice cream?
10,6,0.08581855561455806,0.09087086091619012,0.9444012607485717,0.48570286381371114,0.17291728909558915,0.17796833635230516,0.9410987422653687,0.8552801866508107,0.096189383786076,0.2814685909658656,1.300096965778295,creek (a small body of running water)
78,4,0.14105899011910583,0.14979755984604592,0.9416641383483073,0.48497787014253746,0.2270000834555494,0.3082734212027635,1.8690395320475075,1.7279805419284018,0.011856596827061631,0.16152303638285226,0.3624372705182484,What do you call paper that has already been used for something or is otherwise imperfect?
81,8,0.10050487948715744,0.10837020185970618,0.9274217244447784,0.48117218597395217,0.18417053372259337,0.202100007651649,0.9688937714172878,0.8683888919301302,0.04856253751267241,0.39974150079212306,1.5781975672812445,"When you are cold, and little points of skin begin to come on your arms and legs, you have-"
87,3,0.07200725558333493,0.07907967286228541,0.9105659264515817,0.47659487372034304,0.15040694774025717,0.13436417130530912,1.333129936298774,1.261122680715439,0.027659848916792764,0.04833430015239036,0.3113918060174062,"Do you use the term ""bear claw"" for a kind of pastry?"
49,4,0.08267605945656896,0.09562876256624425,0.8645522250619665,0.4636782029708146,0.17165588869127615,0.1753605043375432,1.2488259566378734,1.1661498971813047,0.04397548057870422,0.16504276604435875,0.7761199357158716,I ____ her lifeless body from the pool
101,5,0.0698680281964082,0.08434613064542766,0.8283489433571982,0.45305845274600104,0.15139403614202637,0.13614616725098375,1.3776724698173743,1.3078044416209664,0.0500898076539793,0.14933217024889595,0.9475196417716655,Do you pass in homework or hand in homework?
71,5,0.13708074503799533,0.1672991197910621,0.81937517190284,0.450360752722527,0.25036517962350646,0.3758335231169697,1.9526422581151628,1.8155615130771676,0.027325223532780447,0.3787054285250381,0.6289360010745629,paternal grandfather?
2,4,0.07459869704911629,0.09176000049675465,0.8129762058115364,0.4484207808163851,0.1560560645446051,0.14472352831333293,1.4257959184989342,1.351197221449818,0.017053584907330693,0.11037887444493755,0.6523089602930487,been
51,3,0.08289746201175274,0.10504912237238331,0.789130457633846,0.44106926594804263,0.18720383205244714,0.20887172798107465,1.162595040803756,1.0796975787920036,0.02901423587975238,0.13905934824994493,0.5267049923531296,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?"""
8,5,0.09397716719201504,0.11920838705181404,0.7883435848449806,0.4408233359213894,0.1978006682765937,0.233420961288617,2.0530658124396566,1.959088645247642,0.013480801076536795,0.13305483086861003,0.4369660881357133,Craig (the name)
19,4,0.06162145956193514,0.07955744079889093,0.7745530643413328,0.4364778263922056,0.15087119776216118,0.13520080143596064,1.010763039764264,0.9491415802023289,0.06678794498935167,0.14897911837655167,0.9529309057819758,"the final vowel in ""Monday,"" ""Friday,"" etc."
120,6,0.07047109326016511,0.09720030752347912,0.7250089537334287,0.42029286408299227,0.1742832305872054,0.1808143605927225,1.4859991313735956,1.4155280381134303,0.041152833169902495,0.2139854625503488,0.9694684503406906,What do you say when you want to lay claim to the front seat of a car?
27,4,0.09516792914876121,0.13141019398108156,0.7242050731807157,0.42002258573844886,0.205591253041349,0.2523557534069163,1.7043219073586657,1.6091539782099047,0.01511274341150785,0.16904689638205295,0.5008284446785083,"the first vowel in ""syrup"""
121,7,0.060554400851300205,0.08422045665413519,0.7189987237895962,0.4182660020855262,0.14151229181625447,0.11884310574851152,2.3831084303215118,2.322554029470212,0.011076111866954747,0.07080312036286046,0.524966570414909,What word do you use for gawking at someone in a lustful way?
94,6,0.1945699750299558,0.28335342874609915,0.6866688569500304,0.4071153944181551,0.3025760337744937,0.5516729904281238,2.3614729273609445,2.166902952330989,0.02311597866314944,1.02486467034704,0.832874766110956,"Do you say ""frosting"" or ""icing"" for the sweet spread one puts on a cake?"
85,6,0.11253131320309594,0.16652514315941108,0.6757616962104758,0.4032564401839628,0.27055462646919287,0.4397368316279741,2.3495995890039527,2.2370682758008567,0.036851955921391136,0.45233142518000363,0.576309781665014,What is the thing that women use to tie their hair?
45,4,0.06465539012136988,0.09809041009739397,0.6591407871286658,0.39727839387842717,0.1788521294475219,0.1905007597326631,1.244287115223722,1.179631725102352,0.041259766563340156,0.18615744743433063,0.791043103868312,insurance
12,4,0.05530350372886387,0.08479518563393254,0.652200986593902,0.3947467601616969,0.1474383492213392,0.1290766623270472,1.5278368511454907,1.472533347416627,0.02089989895564518,0.08199231090777637,0.5532294978187993,flourish
115,5,0.0558611367631943,0.08913725225329261,0.6266867706944698,0.3852534993119314,0.157740164876155,0.1478873652383785,1.0495876624523983,0.993726525689204,0.04706109843862087,0.20554679034724632,1.1843406419964635,"What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?"
47,4,0.0782130946344136,0.12626555069743836,0.6194333624840427,0.3825000625736747,0.20947255334619194,0.26207014860566724,1.5041727853794227,1.425959690745009,0.023647556737125486,0.2381681852685993,0.6706273663642848,Thanksgiving
17,5,0.055824923837083554,0.09490043411989704,0.588247296809564,0.37037512860322325,0.1582874365888202,0.1489229720537344,1.493563303246832,1.437738379409748,0.019498620866118678,0.15317322650076637,0.8753667253174018,"the first vowel in ""miracle"""
16,4,0.056622595927030436,0.0974240658675203,0.5811972167536845,0.3675678217717368,0.16573963175940531,0.163390025506072,1.6494600782534692,1.5928374823264388,0.008928860325831359,0.0880872098699745,0.4510351116863125,mayonnaise
90,4,0.04436451729064285,0.08157494014126049,0.5438498295410129,0.35226860743489524,0.13869392352558127,0.11412634727982904,1.5808624492564178,1.536497931965775,0.011645722125397717,0.06742744380770155,0.5233865567698744,What do you call the box you bury a dead person in?
32,6,0.06426046015927256,0.1213618253228828,0.5294948389932979,0.34618935971160736,0.19811299252689774,0.23416558421817527,1.9871460705702788,1.9228856104110061,0.016563185731117182,0.21885084042567152,0.7157478161461892,candidate
52,3,0.04014752149119386,0.07988591526170827,0.5025606999640622,0.33446948264791054,0.13521438003607075,0.10843647017378959,1.5692331949704932,1.529085673479299,0.0002933818993804681,0.0024084413554618512,0.019802179772299654,"Would you say ""where are you at?"" to mean ""where are you?"""
43,4,0.05214600900979853,0.10448358468996248,0.49908326905640793,0.3329256482000189,0.18477258173662614,0.20343502586210938,0.8063657082076362,0.7542196991978377,0.04675952028109796,0.2702868246629597,1.0583281644105702,"the final consonant in ""Texas"""
39,2,0.03699186184214964,0.07420965092260012,0.49847777724667863,0.33265610262341544,0.13581961411751212,0.10941558611545614,0.8955507531055562,0.8585588912634068,0.00861756132068044,0.017352385205627062,0.1412391447736274,"the ""s"" in the last name of Elvis Presley"
72,6,0.05204488793530588,0.10715050036168655,0.4857176378983611,0.32692459556813136,0.18002580404800134,0.19303052696737352,1.3696929289508957,1.3176480410155897,0.02686501842554398,0.2614731563153555,1.0930957837546795,What do you call the big clumps of dust that gather under furniture and in corners?
18,5,0.06653296027420683,0.14034001479265512,0.4740840334989684,0.32161262365324994,0.22555098719167502,0.3043083410144793,1.9786675337987516,1.9121345735245447,0.013950785125190294,0.252967228689673,0.5783186566933918,mischievous vs. mischievious
38,3,0.05017008129718795,0.10710612929821796,0.46841466147561256,0.31899345175762667,0.18619120518116936,0.20659845223848344,0.8390424266254117,0.7888723453282238,0.031207384672764356,0.20314783072803472,0.7801501007275914,"the ""s"" in ""nursery"""
55,3,0.04015640906699788,0.08654554960664372,0.46399161192588056,0.31693597705488197,0.15858644573483915,0.14949033869879794,0.8003848774270318,0.7602284683600338,0.03798626912757856,0.1371137832431603,0.7800945423023811,I do exclusively figurative paintings anymore
13,3,0.047048769230927545,0.10228672148298652,0.4599694715873089,0.3150541710212753,0.17790084306391116,0.1884627820018833,1.0137356093327554,0.966686840101828,0.027163550739297614,0.14959065344461983,0.6441504335522015,"the last vowel in ""handkerchief"""
24,5,0.053930121405441636,0.1190705794917392,0.4529256650605548,0.31173354284555077,0.19272926418200698,0.22149902207555114,1.8880953925023831,1.834165271096941,0.013091355551425984,0.16375699669130328,0.5755555075212317,realtor (a real estate agent)
31,4,0.05107124429098926,0.11484809090847863,0.4446851827226929,0.3078076719002732,0.18684132820446941,0.20805647791665638,1.5365619012744103,1.4854906569834214,0.010475453089628689,0.1574005968820759,0.599127623042553,asterisk
54,3,0.04124108477345391,0.09293853813027796,0.44374578730347164,0.3073572863074941,0.1700019218543064,0.17197070829092578,0.723057868024662,0.6818167832512082,0.04154280774344392,0.17009094308288847,0.8189783279184422,"He used to nap on the couch, but he sprawls out in that new lounge chair anymore"
44,4,0.04542756880793092,0.1030554088824194,0.44080722497313357,0.30594462418895296,0.16841806526983494,0.16875610363793897,1.7192926171545304,1.6738650483465998,0.010186280025652493,0.08245399557567204,0.40614460203460784,cream cheese
36,3,0.07768247380718563,0.177532539803833,0.43756752363832535,0.30438050139786826,0.2504391598354095,0.3760583118084198,1.366748790570322,1.2890663167631362,0.015408360066944408,0.31821258883399384,0.5279662585467415,"the ""c"" in ""grocery"""
34,5,0.03619929594392818,0.08415052254295706,0.4301731569812796,0.30078396792823486,0.14136131012947623,0.11858797297552491,1.7307200342438136,1.6945207382998855,0.013892030222494706,0.09544653365333935,0.7094119292958363,et cetera
122,5,0.050244480472593646,0.11815162543006028,0.4252542467334553,0.2983707978475397,0.19649066737891088,0.2303109004347417,0.7355583315126397,0.685313851040046,0.035684551754702726,0.3929434824600593,1.3132001769078971,"Do you say ""expecially"", or ""especially""?"
112,4,0.03862866011404671,0.09120687543369618,0.4235279405238285,0.2975199351324141,0.1555042868412693,0.1436944795144679,1.1765698919329535,1.1379412318189066,0.02039234004195854,0.14553758976920353,0.8672890007926841,How do you pronounce the word for the type of drug that acts as central nervous system depressant and is used as a sedative or hypnotic? (Please do not look up the word in a dictionary before answering this question.)
37,4,0.0455071623670509,0.11169124902085939,0.40743713375926177,0.2894886911722998,0.19848230519546167,0.2350476339494669,0.6647086009927279,0.619201438625677,0.05632232665906987,0.33897648057667684,1.1031843056474198,"huge, humor, humongous, human..."
46,4,0.04136810877801414,0.1147216295857742,0.3605955470418449,0.2650277283545709,0.18698135669835403,0.2083712015649924,1.6430936571784522,1.6017255484004378,0.008943340172571472,0.1327705372915071,0.5044122225827985,New Haven (the city in Connecticut where Yale University is located)
40,4,0.046388489669645025,0.13076450281370486,0.3547483351482085,0.2618555239703611,0.21212214390474282,0.2688092165698821,1.4542675881707339,1.407879098501089,0.017603943489182268,0.26457382323475565,0.7196700453752131,quarter
92,3,0.029552784630742537,0.08639198707649375,0.342077843452955,0.25488673784587823,0.1514762833563193,0.13629518593066128,0.8906984271037417,0.8611456424729991,0.021881053664801114,0.11750176072046277,0.744610572287693,What do you call it when a driver changes over one or more lanes way too quickly?
42,3,0.025613379761723277,0.08132082527599306,0.3149670416500885,0.2395246661504547,0.14000118375050072,0.1163021173677811,1.554764740520156,1.5291513607584322,0.0014459538130115954,0.007487602758746498,0.05689302012422753,strength
