criterion,n,question,bits,entropy,mi_bits,idiolect_bits,ratio,geo_share,selfconsistency_km,selfconsistency_state_acc,text
ratio,24,61,0.06460525840520859,8.641927719116211,0.17189184619341824,0.07925599838804367,2.1688181297246687,0.6844249309799021,128.78736877441406,0.6,What do you call the area of grass that occurs in the middle of some streets?
ratio,25,21,0.06795389950275421,8.584973335266113,0.19681982231236822,0.08674222799029031,2.269019679024151,0.6940978953364655,119.68157196044922,0.615,pecan
ratio,26,66,0.09088937938213348,8.48889446258545,0.29036848011471367,0.12589905408147245,2.306359505503583,0.6975525503698387,119.68157196044922,0.6225,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?
ratio,27,50,0.08039489388465881,8.418509483337402,0.3860356134348343,0.11508077880553216,3.3544751559873593,0.7703511986685675,112.73028564453125,0.6475,What word(s) do you use to address a group of two or more people?
ratio,28,102,0.06123746931552887,8.3861722946167,0.12352460315659028,0.09318015240724045,1.3256535857199558,0.570013347585286,112.84408569335938,0.6425,What do you call the insect that looks like a large thin spider and skitters along the top of water?
ratio,29,80,0.06937430053949356,8.33810806274414,0.30469687616199365,0.10789571407583949,2.823994250112876,0.7384933306396886,112.25907897949219,0.6475,What do you call it when rain falls while the sun is shining?
ratio,30,119,0.04582861810922623,8.295416831970215,0.12437970642465253,0.07826593248236356,1.5891934393381213,0.6137793396171932,107.90809631347656,0.6475,What do you call food that you buy at a restaurant but then eat at home?
purity,1,105,0.5811458826065063,12.354144096374512,0.5843247877274299,0.10077318649726907,5.798415313018458,0.8529068975699271,991.2291259765625,0.1275,What is your generic term for a sweetened carbonated beverage?
purity,2,74,0.3923184275627136,11.963787078857422,0.44836557562669727,0.07442755885667998,6.024187579362692,0.8576347814318007,781.73291015625,0.1475,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?
purity,3,95,0.337261438369751,11.60235595703125,0.40009681606578107,0.055012380398338875,7.27285045963694,0.8791226790718654,655.1702880859375,0.255,"What is ""the City""?"
purity,4,106,0.3048247992992401,11.272963523864746,0.4332037707964479,0.06627871820565304,6.5360915618838735,0.8673052215742958,537.8016357421875,0.2775,What do you call the act of covering a house or area in front of a house with toilet paper?
purity,5,99,0.283848375082016,10.983325004577637,0.3629813675489293,0.0918701081486234,3.9510279770403023,0.7980217432344637,529.7022705078125,0.3125,Which of these terms do you prefer for the small road parallel to the highway?
purity,6,110,0.24620607495307922,10.759682655334473,0.3387416263170486,0.06714064863675372,5.045254003274803,0.8345809788210247,490.964599609375,0.3675,What do you call the night before Halloween?
purity,7,79,0.22466884553432465,10.532973289489746,0.3482514555947633,0.07666224518614238,4.542672273022783,0.8195816114066159,396.3193359375,0.3925,What is your *general* term for a big road that you drive relatively fast on?
purity,8,64,0.1953808218240738,10.377004623413086,0.31015451211181616,0.07024709731448708,4.415193281557171,0.8153343845720602,387.1650390625,0.405,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?"
purity,9,118,0.18551787734031677,10.154825210571289,0.2993429661453789,0.08033762701111595,3.7260618377981243,0.7884073390656477,355.898681640625,0.45,What do you call a drive-through liquor store?
purity,10,103,0.15812207758426666,10.013928413391113,0.33531250544009056,0.08219784569791555,4.079334471518805,0.8031238136399032,328.56170654296875,0.4675,What do you call the thing from which you might drink water in a school?
purity,11,73,0.15058547258377075,9.849078178405762,0.35940528186429843,0.09607960473181684,3.740703168664068,0.7890608282311418,281.8426208496094,0.4825,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?"
purity,12,76,0.13982726633548737,9.70718765258789,0.30248151867815076,0.10277320282047764,2.9431944356791138,0.7463985060052521,259.2106628417969,0.5,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?
purity,13,58,0.13654625415802002,9.560211181640625,0.2807336001406233,0.10992452690575692,2.5538759005195306,0.7186170738674884,247.39007568359375,0.5075,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?"
purity,14,50,0.12004293501377106,9.428960800170898,0.3860356134348343,0.11508077880553216,3.3544751559873593,0.7703511986685675,213.0374298095703,0.55,What word(s) do you use to address a group of two or more people?
purity,15,66,0.12002913653850555,9.288768768310547,0.29036848011471367,0.12589905408147245,2.306359505503583,0.6975525503698387,187.40184020996094,0.565,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?
purity,16,84,0.10724775493144989,9.175671577453613,0.2690684885210405,0.09822249233387936,2.739377530824802,0.7325758119481913,169.7902374267578,0.5625,What do you call a traffic situation in which several roads meet in a circle and you have to get off at a certain point?
purity,17,83,0.09980275481939316,9.057195663452148,0.276360179573284,0.08949946994898539,3.087841522757722,0.755372121342565,155.1200408935547,0.5925,What do you call an easy course?
purity,18,60,0.09516193717718124,8.966483116149902,0.18910222829386275,0.07625327836052416,2.4799225995214362,0.7126372867782975,158.72532653808594,0.6,What do you call the area of grass between the sidewalk and the road?
purity,19,104,0.08385423570871353,8.8977689743042,0.23864004088497676,0.06368834266297185,3.7469971882895474,0.7893405114148966,140.99502563476562,0.6175,What do you call a public railway system (normally underground)?
purity,20,80,0.08311336487531662,8.792183876037598,0.30469687616199365,0.10789571407583949,2.823994250112876,0.7384933306396886,141.87399291992188,0.6275,What do you call it when rain falls while the sun is shining?
purity,21,107,0.07985429465770721,8.71167278289795,0.22134129516711976,0.07345183259196802,3.0134210047105547,0.7508360077783269,139.6278076171875,0.6375,What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?
purity,22,59,0.09291113168001175,8.613422393798828,0.1634667443396386,0.10459930840439918,1.5627899154710243,0.6098002438814004,122.09319305419922,0.6475,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?"
purity,23,65,0.08667853474617004,8.535472869873047,0.2907954055218954,0.21542510352189007,1.3498677766323863,0.5744441410941395,125.00604248046875,0.6475,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?
purity,24,21,0.0682210847735405,8.47421646118164,0.19681982231236822,0.08674222799029031,2.269019679024151,0.6940978953364655,116.63575744628906,0.6625,pecan
purity,25,41,0.07007504254579544,8.400528907775879,0.1712075074997544,0.09025251851893948,1.8969831569168514,0.6548133192930738,110.44796752929688,0.6675,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?"
purity,26,1,0.0602572076022625,8.33509635925293,0.18608949630162047,0.06957627141112185,2.674611509461742,0.7278623883300034,110.44796752929688,0.675,aunt
purity,27,82,0.06457190215587616,8.284341812133789,0.15749877219685546,0.08113015473391567,1.9413098953577446,0.6600154232036906,103.96478271484375,0.68,"What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?"
purity,28,28,0.052545782178640366,8.224725723266602,0.16395122143819646,0.050593633188588776,3.2405504626849986,0.7641815587859252,106.63845825195312,0.6875,"Do you pronounce ""cot"" and ""caught"" the same?"
purity,29,61,0.054629698395729065,8.159156799316406,0.17189184619341824,0.07925599838804367,2.1688181297246687,0.6844249309799021,103.09049987792969,0.6775,What do you call the area of grass that occurs in the middle of some streets?
purity,30,15,0.042228251695632935,8.11577033996582,0.20067342572149777,0.07449355534299511,2.6938360613549075,0.7292787272120578,98.03568267822266,0.6975,How do you pronounce Mary/merry/marry?
net,1,105,0.5811458826065063,12.354144096374512,0.5843247877274299,0.10077318649726907,5.798415313018458,0.8529068975699271,991.2291259765625,0.1275,What is your generic term for a sweetened carbonated beverage?
net,2,74,0.3923184275627136,11.963787078857422,0.44836557562669727,0.07442755885667998,6.024187579362692,0.8576347814318007,781.73291015625,0.1475,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?
net,3,95,0.337261438369751,11.60235595703125,0.40009681606578107,0.055012380398338875,7.27285045963694,0.8791226790718654,655.1702880859375,0.255,"What is ""the City""?"
net,4,106,0.3048247992992401,11.272963523864746,0.4332037707964479,0.06627871820565304,6.5360915618838735,0.8673052215742958,537.8016357421875,0.2775,What do you call the act of covering a house or area in front of a house with toilet paper?
net,5,110,0.26135197281837463,11.05609130859375,0.3387416263170486,0.06714064863675372,5.045254003274803,0.8345809788210247,537.592529296875,0.3275,What do you call the night before Halloween?
net,6,99,0.2691476345062256,10.801410675048828,0.3629813675489293,0.0918701081486234,3.9510279770403023,0.7980217432344637,499.6336975097656,0.3525,Which of these terms do you prefer for the small road parallel to the highway?
net,7,79,0.22789131104946136,10.594677925109863,0.3482514555947633,0.07666224518614238,4.542672273022783,0.8195816114066159,394.8982238769531,0.385,What is your *general* term for a big road that you drive relatively fast on?
net,8,64,0.18973888456821442,10.44149398803711,0.31015451211181616,0.07024709731448708,4.415193281557171,0.8153343845720602,387.9884033203125,0.4025,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?"
net,9,118,0.18843013048171997,10.214237213134766,0.2993429661453789,0.08033762701111595,3.7260618377981243,0.7884073390656477,342.83203125,0.4375,What do you call a drive-through liquor store?
net,10,103,0.15498310327529907,10.04446792602539,0.33531250544009056,0.08219784569791555,4.079334471518805,0.8031238136399032,317.76641845703125,0.4475,What do you call the thing from which you might drink water in a school?
net,11,73,0.1532726287841797,9.88526439666748,0.35940528186429843,0.09607960473181684,3.740703168664068,0.7890608282311418,288.28094482421875,0.46,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?"
net,12,104,0.10994884371757507,9.79574203491211,0.23864004088497676,0.06368834266297185,3.7469971882895474,0.7893405114148966,239.16787719726562,0.48,What do you call a public railway system (normally underground)?
net,13,60,0.11863619089126587,9.694664001464844,0.18910222829386275,0.07625327836052416,2.4799225995214362,0.7126372867782975,245.45077514648438,0.4825,What do you call the area of grass between the sidewalk and the road?
net,14,28,0.08646466583013535,9.615703582763672,0.16395122143819646,0.050593633188588776,3.2405504626849986,0.7641815587859252,216.64822387695312,0.5075,"Do you pronounce ""cot"" and ""caught"" the same?"
net,15,1,0.09785880148410797,9.510473251342773,0.18608949630162047,0.06957627141112185,2.674611509461742,0.7278623883300034,202.2830810546875,0.5175,aunt
net,16,83,0.11267491430044174,9.399126052856445,0.276360179573284,0.08949946994898539,3.087841522757722,0.755372121342565,185.45907592773438,0.5475,What do you call an easy course?
net,17,107,0.09467539936304092,9.312590599060059,0.22134129516711976,0.07345183259196802,3.0134210047105547,0.7508360077783269,182.41384887695312,0.54,What do you call a traffic jam caused by drivers slowing down to look at an accident or other diversion on the side of the road?
net,18,76,0.11624793708324432,9.180373191833496,0.30248151867815076,0.10277320282047764,2.9431944356791138,0.7463985060052521,170.56689453125,0.555,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?
net,19,84,0.10001076757907867,9.07231330871582,0.2690684885210405,0.09822249233387936,2.739377530824802,0.7325758119481913,167.04891967773438,0.5625,What do you call a traffic situation in which several roads meet in a circle and you have to get off at a certain point?
net,20,82,0.07826396077871323,8.978841781616211,0.15749877219685546,0.08113015473391567,1.9413098953577446,0.6600154232036906,148.47451782226562,0.5825,"What do you call the gooey or dry matter that collects in the corners of your eyes, especially while you are sleeping?"
net,21,41,0.08442291617393494,8.894245147705078,0.1712075074997544,0.09025251851893948,1.8969831569168514,0.6548133192930738,142.03073120117188,0.5875,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?"
net,22,59,0.09555786848068237,8.801287651062012,0.1634667443396386,0.10459930840439918,1.5627899154710243,0.6098002438814004,128.04046630859375,0.6,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?"
net,23,61,0.06832963228225708,8.732436180114746,0.17189184619341824,0.07925599838804367,2.1688181297246687,0.6844249309799021,117.97654724121094,0.6075,What do you call the area of grass that occurs in the middle of some streets?
net,24,58,0.09467946738004684,8.606842041015625,0.2807336001406233,0.10992452690575692,2.5538759005195306,0.7186170738674884,115.51852416992188,0.6125,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?"
net,25,21,0.06796922534704208,8.56015396118164,0.19681982231236822,0.08674222799029031,2.269019679024151,0.6940978953364655,112.48374938964844,0.635,pecan
net,26,50,0.08906266838312149,8.474980354309082,0.3860356134348343,0.11508077880553216,3.3544751559873593,0.7703511986685675,103.55218505859375,0.6525,What word(s) do you use to address a group of two or more people?
net,27,15,0.044929880648851395,8.430168151855469,0.20067342572149777,0.07449355534299511,2.6938360613549075,0.7292787272120578,101.72604370117188,0.66,How do you pronounce Mary/merry/marry?
net,28,77,0.04028521850705147,8.397745132446289,0.10799098183532155,0.07171158941484897,1.5059069631074218,0.6009428862594478,100.7286376953125,0.67,What do you call the activity of driving around in circles in a car?
net,29,119,0.044324129819869995,8.353589057922363,0.12437970642465253,0.07826593248236356,1.5891934393381213,0.6137793396171932,102.40110778808594,0.655,What do you call food that you buy at a restaurant but then eat at home?
net,30,111,0.0505124107003212,8.30782699584961,0.12923168269097735,0.08709428413711014,1.483813593180598,0.5973932976510247,100.91358947753906,0.6675,What do you call the end of a loaf of bread?
